Codigo INE;Municipio;Provincia;Comunidad Autonoma;Bicicletas Fallecidos;Bicicletas Heridos Graves;Bicicletas Heridos Leves;Ciclomotores Fallecidos;Ciclomotores Heridos Graves;Ciclomotores Heridos Leves;Motocicletas Fallecidos;Motocicletas Heridos Graves;Motocicletas Heridos Leves;Turismos Fallecidos;Turismos Heridos Graves;Turismos Heridos Leves;Furgonetas Fallecidos;Furgonetas Heridos Graves;Furgonetas Heridos Leves;Camiones Fallecidos;Camiones Heridos Graves;Camiones Heridos Leves;Autobus Fallecidos;Autobus Heridos Graves;Autobus Heridos Leves;Otros Fallecidos;Otros Heridos Graves;Otros Heridos Leves;Peatones Fallecidos;Peatones Heridos Graves;Peatones Heridos Leves;N Accidentes con Victimas;Fallecidos;Heridos Hospitalizados;Heridos no Hospitalizados;Latitud;Longitud
1000;Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,83333333;-2,75
1001;Alegría;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,84416667;-2,511944444
1002;Amurrio;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;43,0525066;-3,000896
1003;Aramayona;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,03520365;-2,585663195
1004;Arceniega;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,1299385;-3,140961176
1006;Armiñón;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,722587;-2,8722115
1008;Arrazua-Ubarrundia;Araba/Álava;País Vasco;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;42,89027778;-2,639166667
1009;Aspárrena;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8861483;-2,284788861
1010;Ayala;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2;43,07656;-3,078922918
1011;Baños de Ebro;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,53;-2,679444444
1013;Barrundia;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,91528705;-2,502957469
1014;Berantevilla;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,682852;-2,8589445
1016;Bernedo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6267187;-2,4980928
1017;Campezo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,68678985;-2,369947595
1018;Cigoitia;Araba/Álava;País Vasco;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;42,9683205;-2,72815116
1019;Cripán;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,59166667;-2,516111111
1020;Cuartango;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,88623625;-2,927502215
1021;Elburgo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8494909;-2,545677
1022;Elciego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5147699;-2,6183241
1023;Elvillar;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,57055556;-2,545
1027;Iruraiz-Gauna;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,81666667;-2,5
1028;Labastida;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5903817;-2,7928698
1030;Lagrán;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,62555556;-2,584444444
1031;Laguardia;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;42,55;-2,583055556
1032;Lanciego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5627681;-2,5126326
1033;Lapuebla de Labarca;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,49583333;-2,571111111
1036;Llodio;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;43,15111111;-2,956111111
1037;Arraya-Maestu;Araba/Álava;País Vasco;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;42,74065855;-2,447996625
1039;Moreda de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,525;-2,408055556
1041;Navaridas;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,54611111;-2,623333333
1042;Oquendo;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;43,16222222;-3,018888889
1043;Oyón;Araba/Álava;País Vasco;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;42,5059034;-2,4364407
1044;Peñacerrada;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,6442584;-2,7135349
1046;Ribera Alta;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,79819925;-2,904371126
1047;Ribera Baja;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;42,7397636;-2,8912758
1049;Añana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,80194444;-2,986388889
1051;Salvatierra;Araba/Álava;País Vasco;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;3;42,8492849;-2,3890554
1052;Samaniego;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,5682299;-2,6790583
1053;San Millán;Araba/Álava;País Vasco;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,87472222;-2,376111111
1054;Urcabustaiz;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,95472222;-2,903333333
1055;Valdegovía;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,8546615;-3,060860076
1056;Valle de Arana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,7565931;-2,320570257
1057;Villabuena de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5470187;-2,665437
1058;Villarreal de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,9809869;-2,6467053
1059;Vitoria;Araba/Álava;País Vasco;0;15;231;0;2;6;0;2;17;0;3;198;0;0;2;0;0;0;0;0;9;0;2;38;0;8;75;534;0;32;576;42,84666667;-2,673055556
1060;Yécora;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5678;-2,4704125
1061;Zalduendo de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8858496;-2,3470952
1062;Zambrana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6616842;-2,8789365
1063;Zuya;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,98189485;-2,832541281
1901;Iruña de Oca;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;5;42,81916667;-2,812777778
1902;Lantarón;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,7468622;-2,994677543
2000;Albacete;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,99555556;-1,855833333
2001;Abengibre;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2129246;-1,538276448
2002;Alatoz;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;39,0944262;-1,361662
2003;Albacete;Albacete;Castilla-La Mancha;0;2;39;0;4;43;0;6;77;0;1;80;0;1;5;0;0;0;0;0;0;0;0;8;0;8;64;290;0;22;316;38,99555556;-1,855833333
2004;Albatana;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,56972222;-1,524166667
2005;Alborea;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;39,3007343;-1,384332176
2006;Alcadozo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6488936;-1,980391
2007;Alcalá del Júcar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1928959;-1,4291702
2008;Alcaraz;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,666025;-2,490463
2009;Almansa;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8682065;-1,0978627
2010;Alpera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9589152;-1,2311299
2011;Aýna;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,55305556;-2,070833333
2012;Balazote;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8850397;-2,1525166
2013;Balsa de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,26444444;-1,195277778
2014;San Sebastián de los Ballesteros;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,6535266;-4,8240997
2015;Barrax;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;39,0460357;-2,2004126
2016;Bienservida;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5156703;-2,6113534
2017;Bogarra;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5819199;-2,2130612
2018;Bonete;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,87166667;-1,348055556
2019;Municipio de Juan C. Bonilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,10909;-98,32898
2020;Carcelén;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,10277778;-1,308333333
2021;Casas de Juan Núñez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1020475;-1,5570127
2022;Casas de Lázaro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;38,77388185;-2,261392079
2023;Casas de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,24611111;-1,320555556
2024;Casas-Ibáñez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;39,3080516;-1,472403096
2025;Caudete;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7;-0,983055556
2026;Cenizate;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,29580675;-1,653089611
2027;Corral-Rubio;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,835;-1,461111111
2028;Cotillas;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,43111111;-2,506944444
2030;Elche de la Sierra;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4483634;-2,0489954
2031;Férez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,35611111;-2,010277778
2032;Fuensanta;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,24527778;-2,069166667
2033;Fuente-Álamo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6924503;-1,4316539
2034;Fuentealbilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,26666667;-1,549166667
2036;Golosalvo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,24;-1,636666667
2037;Hellín;Albacete;Castilla-La Mancha;0;0;1;0;0;5;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;38;0;0;55;38,51222222;-1,703333333
2038;La Herrera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9628523;-2,1267111
2039;Higueruela;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9644007;-1,4443789
2040;Hoya-Gonzalo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9577865;-1,5561143
2041;Navas de Jorquera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,28305556;-1,716666667
2042;Letur;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,366313;-2,1007432
2043;Lezuza;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,94937778;-2,354722222
2044;Liétor;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5422894;-1,9558045
2045;Madrigueras;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39,2370979;-1,8001238
2046;Mahora;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,21277778;-1,725277778
2047;Masegoso;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,72929915;-2,307320773
2048;Minaya;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,27051944;-2,321761111
2049;Molinicos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4663491;-2,2406294
2050;Montalvos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1670975;-2,0275327
2051;Montealegre del Castillo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7873614;-1,3248425
2052;Motilleja;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39,18055556;-1,791944444
2053;Munera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,0392372;-2,482028
2054;Navas de Jorquera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,28305556;-1,716666667
2055;Nerpio;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,14805556;-2,301944444
2056;Ontur;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6148332;-1,4977748
2057;Ossa de Montiel;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9624133;-2,745302
2058;Paterna del Madera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,59722222;-2,345833333
2059;Peñascosa;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,67111111;-2,410833333
2060;Peñas de San Pedro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7266169;-2,0019637
2061;Pétrola;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8264178;-1,5563201
2062;Povedilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7002967;-2,6036244
2063;Pozohondo;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,720703;-1,9117449
2064;Pozo-Lorente;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,07666667;-1,506666667
2065;Pozuelo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8;-2,1167
2067;Riópar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4984626;-2,4178567
2068;Robledo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,75916667;-2,448888889
2069;La Roda;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;6;39,206959;-2,16038
2070;Salobre;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,57802045;-2,543372589
2071;San Pedro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,791067;-2,188485163
2072;Socovos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,333635;-1,9836294
2073;Tarazona de la Mancha;Albacete;Castilla-La Mancha;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;3;39,265;-1,912777778
2074;Tobarra;Albacete;Castilla-La Mancha;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;5;38,58305556;-1,683055556
2075;Valdeganga;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;39,1126453;-1,672708853
2076;Vianos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,59185085;-2,493240461
2077;Villa de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2223954;-1,2601851
2078;Villalgordo del Júcar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2959868;-2,0630918
2079;Villamalea;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39,3619049;-1,539783634
2080;Villapalacios;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5747869;-2,6345734
2081;Villarrobledo;Albacete;Castilla-La Mancha;0;0;2;0;0;4;0;0;3;0;0;22;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;30;0;0;37;39,26666667;-2,6
2082;Villatoya;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,33388889;-1,338611111
2083;Villavaliente;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,126247;-1,4565068
2084;Villaverde de Guadalimar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,45694444;-2,516666667
2085;Viveros;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,7727417;-2,574971
2086;Yeste;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,3662433;-2,3192903
2901;Pozo Cañada;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8048432;-1,7357987
3000;Alicante;Alicante/Alacant;Comunitat Valenciana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,34527778;-0,483055556
3001;Adsubia;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,84694444;-0,151944444
