Código INE;Municipio;Provincia;Comunidad Autónoma;Bicicletas Fallecidos;Bicicletas Heridos Graves;Bicicletas Heridos Leves;Ciclomotores Fallecidos;Ciclomotores Heridos Graves;Ciclomotores Heridos Leves;Motocicletas Fallecidos;Motocicletas Heridos Graves;Motocicletas Heridos Leves;Turismos Fallecidos;Turismos Heridos Graves;Turismos Heridos Leves;Furgonetas Fallecidos;Furgonetas Heridos Graves;Furgonetas Heridos Leves;Camiones Fallecidos;Camiones Heridos Graves;Camiones Heridos Leves;Autobus Fallecidos;Autobus Heridos Graves;Autobus Heridos Leves;Otros Fallecidos;Otros Heridos Graves;Otros Heridos Leves;Peatones Fallecidos;Peatones Heridos Graves;Peatones Heridos Leves;N Accidentes con Victimas;Fallecidos;Heridos Hospitalizados;Heridos no Hospitalizados;Latitud;Longitud
01013;Barrundia;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,9153;-2,503
01014;Berantevilla;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6829;-2,8589
01016;Bernedo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6267;-2,4981
01017;Campezo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6868;-2,3699
01018;Cigoitia;Araba/Álava;País Vasco;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;5;42,9683;-2,7282
01019;Cripán;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5917;-2,5161
01020;Cuartango;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8862;-2,9275
01021;Elburgo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8495;-2,5457
01022;Elciego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5148;-2,6183
01023;Elvillar;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5706;-2,545
01027;Iruraiz-Gauna;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8167;-2,5
01028;Labastida;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;42,5904;-2,7929
01030;Lagrán;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6256;-2,5844
01031;Laguardia;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;42,55;-2,5831
01032;Lanciego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5628;-2,5126
01033;Lapuebla de Labarca;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,4958;-2,5711
01036;Llodio;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;43,1511;-2,9561
01037;Arraya-Maestu;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,7407;-2,448
01039;Moreda de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,525;-2,4081
01041;Navaridas;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5461;-2,6233
01042;Oquendo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;43,1622;-3,0189
01043;Oyón;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;42,5059;-2,4364
01044;Peñacerrada;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6443;-2,7135
01046;Ribera Alta;Araba/Álava;País Vasco;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;42,7982;-2,9044
01047;Ribera Baja;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;42,7398;-2,8913
01049;Añana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8019;-2,9864
01051;Salvatierra;Araba/Álava;País Vasco;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;42,8493;-2,3891
01052;Samaniego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,5682;-2,6791
01053;San Millán;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,8747;-2,3761
01054;Urcabustaiz;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,9547;-2,9033
01055;Valdegovía;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;42,8547;-3,0609
01056;Valle de Arana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,7566;-2,3206
01057;Villabuena de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,547;-2,6654
01058;Villarreal de Álava;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,981;-2,6467
01059;Vitoria;Araba/Álava;País Vasco;0;11;249;0;0;13;2;7;27;0;2;268;0;0;2;0;0;0;0;0;11;0;0;26;3;19;110;628;5;39;706;42,8467;-2,6731
01060;Yécora;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42,5678;-2,4704
01061;Zalduendo de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;42,8858;-2,3471
01062;Zambrana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,6617;-2,8789
01063;Zuya;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;42,9819;-2,8325
01901;Iruña de Oca;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;2;42,8192;-2,8128
01902;Lantarón;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,7469;-2,9947
02000;Albacete;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,9956;-1,8558
02001;Abengibre;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2129;-1,5383
02002;Alatoz;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,0944;-1,3617
02003;Albacete;Albacete;Castilla-La Mancha;1;6;48;1;5;60;1;11;92;0;2;128;0;0;6;0;0;1;0;0;5;0;0;7;1;7;108;414;4;31;455;38,9956;-1,8558
02004;Albatana;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5697;-1,5242
02005;Alborea;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,3007;-1,3843
02006;Alcadozo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6489;-1,9804
02007;Alcalá del Júcar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1929;-1,4292
02008;Alcaraz;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,666;-2,4905
02009;Almansa;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;38,8682;-1,0979
02010;Alpera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9589;-1,2311
02011;Aýna;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5531;-2,0708
02012;Balazote;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,885;-2,1525
02013;Balsa de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2644;-1,1953
02014;San Sebastián de los Ballesteros;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,6535;-4,8241
02015;Barrax;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39,046;-2,2004
02016;Bienservida;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;38,5157;-2,6114
02017;Bogarra;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5819;-2,2131
02018;Bonete;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;38,8717;-1,3481
02019;Municipio de Juan C. Bonilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,1091;-98,329
02020;Carcelén;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1028;-1,3083
02021;Casas de Juan Núñez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,102;-1,557
02022;Casas de Lázaro;Albacete;Castilla-La Mancha;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;38,7739;-2,2614
02023;Casas de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2461;-1,3206
02024;Casas-Ibáñez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;39,3081;-1,4724
02025;Caudete;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7;-0,9831
02026;Cenizate;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2958;-1,6531
02027;Corral-Rubio;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,835;-1,4611
02028;Cotillas;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,4311;-2,5069
02030;Elche de la Sierra;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;38,4484;-2,049
02031;Férez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,3561;-2,0103
02032;Fuensanta;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;39,2453;-2,0692
02033;Fuente-Álamo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6925;-1,4317
02034;Fuentealbilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2667;-1,5492
02036;Golosalvo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,24;-1,6367
02037;Hellín;Albacete;Castilla-La Mancha;0;0;3;0;0;6;0;0;7;0;0;32;0;0;1;0;0;0;0;0;0;0;0;0;0;2;10;46;0;2;59;38,5122;-1,7033
02038;La Herrera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9629;-2,1267
02039;Higueruela;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9644;-1,4444
02040;Hoya-Gonzalo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9578;-1,5561
02041;Navas de Jorquera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2831;-1,7167
02042;Letur;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,3663;-2,1007
02043;Lezuza;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;38,9494;-2,3547
02044;Liétor;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5423;-1,9558
02045;Madrigueras;Albacete;Castilla-La Mancha;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;39,2371;-1,8001
02046;Mahora;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39,2128;-1,7253
02047;Masegoso;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,7293;-2,3073
02048;Minaya;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;39,2705;-2,3218
02049;Molinicos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4663;-2,2406
02050;Montalvos;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,1671;-2,0275
02051;Montealegre del Castillo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7874;-1,3248
02052;Motilleja;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1806;-1,7919
02053;Munera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,0392;-2,482
02054;Navas de Jorquera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,2831;-1,7167
02055;Nerpio;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,1481;-2,3019
02056;Ontur;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6148;-1,4978
02057;Ossa de Montiel;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,9624;-2,7453
02058;Paterna del Madera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5972;-2,3458
02059;Peñascosa;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,6711;-2,4108
02060;Peñas de San Pedro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7266;-2,002
02061;Pétrola;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8264;-1,5563
02062;Povedilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7003;-2,6036
02063;Pozohondo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7207;-1,9117
02064;Pozo-Lorente;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,0767;-1,5067
02065;Pozuelo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8;-2,1167
02067;Riópar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4985;-2,4179
02068;Robledo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7592;-2,4489
02069;La Roda;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;2;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;39,207;-2,1604
02070;Salobre;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,578;-2,5434
02071;San Pedro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,7911;-2,1885
02072;Socovos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,3336;-1,9836
02073;Tarazona de la Mancha;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;39,265;-1,9128
02074;Tobarra;Albacete;Castilla-La Mancha;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;9;1;1;9;38,5831;-1,6831
02075;Valdeganga;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,1126;-1,6727
02076;Vianos;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,5919;-2,4932
02077;Villa de Ves;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,2224;-1,2602
02078;Villalgordo del Júcar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,296;-2,0631
02079;Villamalea;Albacete;Castilla-La Mancha;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;39,3619;-1,5398
02080;Villapalacios;Albacete;Castilla-La Mancha;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;38,5748;-2,6346
02081;Villarrobledo;Albacete;Castilla-La Mancha;0;0;2;0;0;1;0;2;6;0;0;32;0;0;1;0;0;0;0;0;0;0;0;3;0;2;2;41;0;4;47;39,2667;-2,6
02082;Villatoya;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,3339;-1,3386
02083;Villavaliente;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,1262;-1,4565
02084;Villaverde de Guadalimar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4569;-2,5167
02085;Viveros;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,7727;-2,575
02086;Yeste;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,3662;-2,3193
02901;Pozo Cañada;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,8048;-1,7358
03000;Alicante;Alicante/Alacant;Comunitat Valenciana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,3453;-0,4831
