Código INE;Municipio;Provincia;Comunidad Autónoma;Bicicletas Fallecidos;Bicicletas Heridos Graves;Bicicletas Heridos Leves;Ciclomotores Fallecidos;Ciclomotores Heridos Graves;Ciclomotores Heridos Leves;Motocicletas Fallecidos;Motocicletas Heridos Graves;Motocicletas Heridos Leves;Turismos Fallecidos;Turismos Heridos Graves;Turismos Heridos Leves;Furgonetas Fallecidos;Furgonetas Heridos Graves;Furgonetas Heridos Leves;Camiones Fallecidos;Camiones Heridos Graves;Camiones Heridos Leves;Autobus Fallecidos;Autobus Heridos Graves;Autobus Heridos Leves;Otros Fallecidos;Otros Heridos Graves;Otros Heridos Leves;Peatones Fallecidos;Peatones Heridos Graves;Peatones Heridos Leves;N Accidentes con Victimas;Fallecidos;Heridos Hospitalizados;Heridos no Hospitalizados;Latitud;Longitud
1000;Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.83;-2.75
1001;Alegría;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42.84;-2.51
1002;Amurrio;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;43.05;-3
1003;Aramayona;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;43.04;-2.59
1004;Arceniega;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.13;-3.14
1006;Armiñón;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.72;-2.87
1008;Arrazua-Ubarrundia;Araba/Álava;País Vasco;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;42.89;-2.64
1009;Aspárrena;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42.89;-2.28
1010;Ayala;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.08;-3.08
1011;Baños de Ebro;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.53;-2.68
1013;Barrundia;Araba/Álava;País Vasco;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;42.92;-2.5
1014;Berantevilla;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.68;-2.86
1016;Bernedo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.63;-2.5
1017;Campezo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.69;-2.37
1018;Cigoitia;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;42.97;-2.73
1019;Cripán;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.59;-2.52
1020;Cuartango;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.89;-2.93
1021;Elburgo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.85;-2.55
1022;Elciego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.51;-2.62
1023;Elvillar;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.57;-2.55
1027;Iruraiz-Gauna;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42.82;-2.5
1028;Labastida;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42.59;-2.79
1030;Lagrán;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.63;-2.58
1031;Laguardia;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;42.55;-2.58
1032;Lanciego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.56;-2.51
1033;Lapuebla de Labarca;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.5;-2.57
1036;Llodio;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.15;-2.96
1037;Arraya-Maestu;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.74;-2.45
1039;Moreda de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.53;-2.41
1041;Navaridas;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.55;-2.62
1042;Oquendo;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.16;-3.02
1043;Oyón;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;4;42.51;-2.44
1044;Peñacerrada;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42.64;-2.71
1046;Ribera Alta;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;42.8;-2.9
1047;Ribera Baja;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.74;-2.89
1049;Añana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.8;-2.99
1051;Salvatierra;Araba/Álava;País Vasco;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;0;1;5;42.85;-2.39
1052;Samaniego;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.57;-2.68
1053;San Millán;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;42.87;-2.38
1054;Urcabustaiz;Araba/Álava;País Vasco;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;42.95;-2.9
1055;Valdegovía;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.85;-3.06
1056;Valle de Arana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.76;-2.32
1057;Villabuena de Álava;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;42.55;-2.67
1058;Villarreal de Álava;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;42.98;-2.65
1059;Vitoria;Araba/Álava;País Vasco;0;4;245;0;1;18;2;1;56;0;3;243;0;0;10;0;0;0;0;0;7;0;0;15;1;24;111;625;3;33;705;42.85;-2.67
1060;Yécora;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.57;-2.47
1061;Zalduendo de Álava;Araba/Álava;País Vasco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.89;-2.35
1062;Zambrana;Araba/Álava;País Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.66;-2.88
1063;Zuya;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;5;42.98;-2.83
1901;Iruña de Oca;Araba/Álava;País Vasco;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;42.82;-2.81
1902;Lantarón;Araba/Álava;País Vasco;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;42.75;-2.99
2000;Albacete;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;-1.86
2001;Abengibre;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.21;-1.54
2002;Alatoz;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;39.09;-1.36
2003;Albacete;Albacete;Castilla-La Mancha;1;4;44;0;5;62;0;12;66;0;1;147;0;0;14;0;0;0;0;2;4;0;1;1;0;10;103;392;1;35;441;39;-1.86
2004;Albatana;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.57;-1.52
2005;Alborea;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;39.3;-1.38
2006;Alcadozo;Albacete;Castilla-La Mancha;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;38.65;-1.98
2007;Alcalá del Júcar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;39.19;-1.43
2008;Alcaraz;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.67;-2.49
2009;Almansa;Albacete;Castilla-La Mancha;0;0;1;0;0;1;0;1;3;0;0;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;5;14;0;1;17;38.87;-1.1
2010;Alpera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;38.96;-1.23
2011;Aýna;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.55;-2.07
2012;Balazote;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.89;-2.15
2013;Balsa de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.26;-1.2
2014;San Sebastián de los Ballesteros;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.65;-4.82
2015;Barrax;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.05;-2.2
2016;Bienservida;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.52;-2.61
2017;Bogarra;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.58;-2.21
2018;Bonete;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.87;-1.35
2019;Municipio de Juan C. Bonilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.11;-98.33
2020;Carcelén;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.1;-1.31
2021;Casas de Juan Núñez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;39.1;-1.56
2022;Casas de Lázaro;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.77;-2.26
2023;Casas de Ves;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.25;-1.32
2024;Casas-Ibáñez;Albacete;Castilla-La Mancha;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;1;5;39.31;-1.47
2025;Caudete;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.7;-0.98
2026;Cenizate;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39.3;-1.65
2027;Corral-Rubio;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.84;-1.46
2028;Cotillas;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.43;-2.51
2030;Elche de la Sierra;Albacete;Castilla-La Mancha;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;38.45;-2.05
2031;Férez;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.36;-2.01
2032;Fuensanta;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.25;-2.07
2033;Fuente-Álamo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.69;-1.43
2034;Fuentealbilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.27;-1.55
2036;Golosalvo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.24;-1.64
2037;Hellín;Albacete;Castilla-La Mancha;0;0;1;0;0;8;0;1;5;0;0;44;0;0;4;0;0;0;0;0;0;0;0;1;0;2;4;46;0;3;67;38.51;-1.7
2038;La Herrera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.96;-2.13
2039;Higueruela;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.96;-1.44
2040;Hoya-Gonzalo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.96;-1.56
2041;Navas de Jorquera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.28;-1.72
2042;Letur;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.37;-2.1
2043;Lezuza;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.95;-2.35
2044;Liétor;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.54;-1.96
2045;Madrigueras;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.24;-1.8
2046;Mahora;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;39.21;-1.73
2047;Masegoso;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.73;-2.31
2048;Minaya;Albacete;Castilla-La Mancha;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39.27;-2.32
2049;Molinicos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.47;-2.24
2050;Montalvos;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.17;-2.03
2051;Montealegre del Castillo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.79;-1.32
2052;Motilleja;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.18;-1.79
2053;Munera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.04;-2.48
2054;Navas de Jorquera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.28;-1.72
2055;Nerpio;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.15;-2.3
2056;Ontur;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.61;-1.5
2057;Ossa de Montiel;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.96;-2.75
2058;Paterna del Madera;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.6;-2.35
2059;Peñascosa;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.67;-2.41
2060;Peñas de San Pedro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;38.73;-2
2061;Pétrola;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.83;-1.56
2062;Povedilla;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.7;-2.6
2063;Pozohondo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.72;-1.91
2064;Pozo-Lorente;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.08;-1.51
2065;Pozuelo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.8;-2.12
2067;Riópar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.5;-2.42
2068;Robledo;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.76;-2.45
2069;La Roda;Albacete;Castilla-La Mancha;0;0;2;0;0;1;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17;0;1;16;39.21;-2.16
2070;Salobre;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.58;-2.54
2071;San Pedro;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.79;-2.19
2072;Socovos;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.33;-1.98
2073;Tarazona de la Mancha;Albacete;Castilla-La Mancha;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;39.27;-1.91
2074;Tobarra;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;7;38.58;-1.68
2075;Valdeganga;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.11;-1.67
2076;Vianos;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.59;-2.49
2077;Villa de Ves;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.22;-1.26
2078;Villalgordo del Júcar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;39.3;-2.06
2079;Villamalea;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.36;-1.54
2080;Villapalacios;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.57;-2.63
2081;Villarrobledo;Albacete;Castilla-La Mancha;0;0;2;0;0;4;0;0;2;0;0;45;0;0;3;0;0;0;0;0;0;0;0;3;0;1;4;52;0;1;63;39.27;-2.6
2082;Villatoya;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.33;-1.34
2083;Villavaliente;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.13;-1.46
2084;Villaverde de Guadalimar;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.46;-2.52
2085;Viveros;Albacete;Castilla-La Mancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.77;-2.57
2086;Yeste;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.37;-2.32
2901;Pozo Cañada;Albacete;Castilla-La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.8;-1.74
3000;Alicante;Alicante/Alacant;Comunitat Valenciana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.35;-0.48
3001;Adsubia;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.85;-0.15
3002;Agost;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;3;38.44;-0.64
3003;Agres;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.78;-0.52
3004;Aguas de Busot;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.5;-0.36
3005;Albatera;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;2;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;0;17;38.18;-0.87
3006;Alcalalí;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.75;-0.04
3007;Alcocer de Planes;Alicante/Alacant;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.79;-0.4
